Winery,Year,Wine ID,Wine,Rating,num_review,Country,Region,Price
Luc Pirlet,2020,6235891,Réserve Pinot Noir 2020,3.7,34,france,vin-de-pays-doc,8.45
Marqués de Reinosa,2017,1796557,Rioja Crianza Cecios 2017,3.6,35,spain,rioja,8.45
Paul Mas,2019,1141179,Vignes de Nicole Cabernet Sauvignon - Merlot Pays d'Oc 2019,3.7,1326,france,vin-de-pays-doc,8.45
Velarino,2020,6467972,Susumaniello 2020,3.9,1024,italy,lecce,8.45
Epicuro,2019,5441061,Pinot Grigio 2019,3.6,52,italy,sicily,8.45
Dumanet,2021,5790958,Réserve Chardonnay 2021,4.1,257,france,vin-de-pays-doc,8.45
Domaine de la Baume,2021,1163295,Viognier Elisabeth 2021,4.0,134,france,languedoc-roussillon,8.45
Emiliana,2019,7735696,O Reserva Organic Winemaker's Blend 2019,3.6,69,chile,rapel-valley,8.46
Esporão,2021,5571292,Bico Amarelo 2021,3.9,524,portugal,vinho-verde,8.48
Lungarotti,2021,65254,Brezza Umbria Bianco 2021,3.7,105,italy,umbria,8.48
Bosio,2019,1372789,Egidio Barbera d'Alba 2019,3.7,141,italy,barbera-dalba,8.49
Gaía,2021,5683127,Agiorgitiko 4-6H 2021,3.7,59,greece,peloponnisos,8.49
Domaine de Joy,2021,2563901,L'Eclat Côtes de Gascogne 2021,4.0,36,france,cotes-de-gascogne,8.49
Feudi Salentini,2020,1837975,125 Uno Due Cinque Primitivo del Salento 2020,3.7,113,italy,lecce,8.49
Skouras,2019,1854911,Cuvee Prestige Red 2019,3.4,47,greece,peloponnisos,8.49
Luzon,2019,2356292,Finca Luzon 2019,3.4,189,spain,jumilla,8.49
Mont Ventoux,2018,7206678,Secrets des Dames Ventoux 2018,3.7,112,france,cotes-du-ventoux,8.49
Tierras y Viñas,2018,1206224,Gran Dominio Crianza 2018,3.8,65,spain,rioja,8.49
Montes,2020,1151903,Reserva Chardonnay (Classic) 2020,3.6,619,chile,central-valley,8.49
Montresor,2017,75624,Soave Classico 2017,3.5,194,italy,soave-classico,8.49
Dissegna,2020,1541974,Pinot Grigio 2020,3.9,40,italy,venezia,8.5
Cave des Vignerons de Saint-Chinian,2016,1669704,Les Secrets Saint Chinian 2016,3.5,25,france,saint-chinian,8.5
Vigna Dogarina,2020,1190667,Prosecco di Treviso Millesimato Extra Dry 2020,3.9,44,italy,prosecco-di-treviso,8.5
Cuatro Rayas,2021,3394959,Four Lines Verdejo 2021,3.7,115,spain,rueda,8.5
Verderrubi,2021,8375602,Pita Dominio de Verderrubi 2021,3.8,33,spain,rueda,8.5
BelColle,2020,9863930,Passo del Gallo Piemonte Rosso 2020,3.7,57,italy,piedmont,8.5
Koncho,2020,7266408,Kisi Semi Sweet White 2020,4.3,66,georgia,kakheti,8.5
Jean François Mérieau,2020,1176235,L'Arpent des Vaudons Sauvignon Blanc 2020,3.8,175,france,touraine,8.5
Miopasso,2020,1844982,Nero d'Avola 2020,3.7,213,italy,sicily,8.5
Louis Latour,2019,7246,Ardèche Chardonnay 2019,3.8,474,france,ardeche,8.5
Notte Rossa,2021,2354815,Negroamaro Salento 2021,3.7,115,italy,lecce,8.5
Poderi dal Nespoli,2020,5774714,Famoso 2020,3.8,491,italy,rubicone,8.5
Velarino,2020,7358554,Vermentino 2020,3.5,50,italy,puglia,8.5
Morisfarms,2020,1605189,Mandriolo Maremma Toscana 2020,3.6,66,italy,maremma-toscana,8.5
Oxford Landing,2021,1900657,Sauvignon Blanc 2021,3.4,190,australia,south-australia,8.5
Lagravera,2020,1945130,Laltre 2020,3.8,120,spain,costers-del-segre,8.5
Uby,2021,1254262,No. 3 Colombard - Sauvignon 2021,4.0,156,france,cotes-de-gascogne,8.5
Cantina Offida,2020,2138259,Piceno 2020,3.7,37,italy,rosso-piceno,8.5
Passione Natura,2020,5148635,Lupi Reali Pecorino 2020,3.5,29,italy,abruzzo,8.5
Intruso,2020,2147933,Monastrell 2020,3.7,28,spain,jumilla,8.5
Rodestiu,N.V.,1296821,Cava Brut N.V.,3.5,1398,spain,comunidad-autnoma-de-catalua,8.5
Blanc Pescador,N.V.,1804248,Sparkling N.V.,3.4,7897,spain,empord,8.5
Cecilia Beretta,2021,73379,Pinot Grigio Venezie (Grigio Luna) 2021,3.9,86,italy,venezia,8.5
Château de Brague,2015,1172997,Bordeaux Supérieur 2015,3.9,151,france,bordeaux-superieur,8.5
Rivera,2019,1622963,Negroamaro Salento 2019,4.0,84,italy,lecce,8.5
Cantina Miglianico,2018,1899107,Mellianum Murelle Montepulciano d'Abruzzo 2018,3.5,244,italy,montepulciano-dabruzzo,8.5
Oliveda,N.V.,1543250,Cava Oh! Brut N.V.,3.5,226,spain,cava,8.5
Cantine Pellegrino,N.V.,6966169,Marsala Fine Italia Particolare Semisecco N.V.,3.8,722,italy,marsala,8.5
Rocca,2020,3759765,Nero di Troia 2020,3.5,82,italy,puglia,8.5
El Angosto,2020,4523122,Soldadito Marinero 2020,4.0,88,spain,comunitat-valenciana,8.5
Domaine Lalande,2019,1154788,Les Hauts de Lalande 2019,3.5,181,france,cite-de-carcassonne,8.5
Isidro Milagro,2020,5893001,Cal Y Canto Tempranillo Roble 2020,3.9,29,spain,la-mancha,8.5
Logodaj Winery,2018,1245009,Shiroka Melnishka loza 2018,3.6,37,bulgaria,struma-river-valley,8.5
Oxford Landing,2018,51394,Shiraz 2018,3.5,345,australia,south-australia,8.5
Bodegas Vilano,2020,1378916,Roble 2020,3.5,65,spain,ribera-del-duero,8.5
Vinarija Daruvar,2018,6327951,Vezak Graševina 2018,3.6,646,croatia,dalmatian-coast,8.5
Fattoria dei Barbi,2018,54334,Rosso dei Barbi 2018,3.5,62,italy,tuscany,8.5
Feudo Arancio,2020,5388698,Passiari 2020,4.1,118,italy,sicilia,8.5
Notte Rossa,2021,5091239,Fiano Salento 2021,3.6,90,italy,lecce,8.5
Oxford Landing,2020,1759704,Merlot 2020,3.5,74,australia,south-australia,8.5
Simonsig,2021,91633,Chenin Blanc 2021,3.8,300,south-africa,stellenbosch,8.5
Niel Joubert,2019,78294,Sauvignon Blanc 2019,3.6,119,south-africa,paarl,8.55
Carmen,2020,4255259,Premier 1850 Reserva Chardonnay 2020,3.7,103,chile,casablanca-valley,8.55
Carmen,2020,4255261,Premier 1850 Reserva Merlot 2020,3.5,44,chile,colchagua-valley,8.55
Lacheteau,2021,1195710,Rosé d'Anjou 2021,4.0,180,france,rose-danjou,8.55
La Belle Enseigne,2020,7160894,Malbec 2020,3.8,95,france,haute-vallee-de-laude,8.6
Velarino,2020,6800666,Malvasia Nera 2020,4.0,80,italy,lecce,8.6
Bolla,2021,2504239,Bardolino Chiaretto La Canestraia 2021,4.1,27,italy,bardolino-chiaretto,8.63
Librandi,2020,1199664,Cirò Classico Rosso (Segno) 2020,3.4,25,italy,ciro,8.63
Montes,2019,1151903,Reserva Chardonnay (Classic) 2019,3.7,1132,chile,central-valley,8.65
Les Jamelles,2019,10554,Merlot 2019,3.7,439,france,vin-de-pays-doc,8.69
Santa Cristina,2021,1255437,Umbria Bianco 2021,3.6,187,italy,umbria,8.69
Mezzacorona,2021,8375,Castel Firmian Pinot Grigio Trentino 2021,3.8,119,italy,trentino,8.7
Gran Passione,2021,1479859,Rosso Veneto 2021,3.8,123,italy,veneto,8.7
San Felice,2021,1135589,Perolla Vermentino 2021,3.9,56,italy,maremma-toscana,8.72
Orahovica,2018,2906676,Pinot Sivi 2018,3.4,37,croatia,slavonija,8.75
Domaine Roger Pabiot et Fils,2021,1233610,Coteau des Girarmes Pouilly-Fumé 2021,4.1,30,france,pouilly-fume,8.75
Petro Vaselo,2017,1453840,Rosu de Petro Vaselo 2017,3.6,336,romania,recas,8.75
Jeff Carrel,2020,2136158,Vieille Mule Rouge 2020,3.6,69,france,cotes-catalanes,8.75
Moncaro,2021,1787648,Verdicchio Dei Castelli Di Jesi Classico Le Vele 2021,3.7,66,italy,verdicchio-dei-castelli-di-jesi,8.75
Fāurar,2018,1208763,Roşu de Ceptura 2018,3.9,43,romania,dealu-mare,8.75
Veuve du Vernay,N.V.,4502634,Ice N.V.,3.8,2267,france,vin-de-pays-vignobles-de-france,8.75
Inurrieta,2019,1370411,Sensaciones 2019,3.6,50,spain,comunidad-foral-de-navarra,8.75
PavoNero,N.V.,5576678,Rosso N.V.,4.0,2233,italy,puglia,8.75
Altún,2019,1288740,Albiker 2019,3.6,51,spain,rioja,8.75
Velenosi,2019,1146486,Rosso Piceno 2019,3.5,288,italy,rosso-piceno,8.75
Pasas,2018,7795913,Uva Tinta 2018,3.9,764,spain,yecla,8.75
Fāurar,2020,1208766,Alb de Ceptura 2020,3.7,56,romania,dealu-mare,8.75
Marani,2019,1144174,Saperavi (Cаперави) 2019,3.7,77,georgia,kakheti,8.75
Inurrieta,2021,1178615,Orchidea Sauvignon Blanc 2021,3.7,131,spain,comunidad-foral-de-navarra,8.75
Inurrieta,2021,1178615,Orchidea Sauvignon Blanc 2021,3.7,131,spain,comunidad-foral-de-navarra,8.75
Celler del Roure,2020,2477371,Vermell 2020,3.5,104,spain,comunitat-valenciana,8.75
Il Pumo,2021,2019358,Primitivo 2021,3.8,54,italy,lecce,8.75
Carmen,2021,4255259,Premier 1850 Reserva Chardonnay 2021,3.5,46,chile,casablanca-valley,8.75
Domaine de la Clapière,2018,1244464,Jardin de Jules 2018,3.6,235,france,vin-de-pays-doc,8.75
Château du Courlat,2018,1160298,Lussac-Saint-Émilion 2018,3.8,26,france,lussac-st-emilion,8.75
Lyrarakis,2018,1185271,Kotsifali 2018,3.5,691,greece,crete,8.75
Bodegas Miguel Calatayud,2015,1136811,Vegaval Plata Crianza 2015,3.2,98,spain,,8.75
El Angosto,2021,4523122,Soldadito Marinero 2021,4.0,47,spain,comunitat-valenciana,8.75
Quinta do Crasto,2020,45264,Flor de Crasto Tinto 2020,3.9,1069,portugal,douro,8.75
ColleStefano,2020,1137892,Verdicchio di Matelica 2020,3.7,344,italy,verdicchio-di-matelica,8.75
Les Costières de Pomerols,2021,2482713,Beauvignac Chardonnay 2021,3.8,36,france,cotes-de-thau,8.75
Doppio Passo,2021,1141907,Primitivo 2021,4.1,2680,italy,puglia,8.75
Les Volets,2020,9010098,Chenin Blanc 2020,3.9,65,france,aude,8.78
Les Volets,2020,3477784,Malbec 2020,3.9,94,france,haute-vallee-de-laude,8.78
Simonsig,2020,91607,Cabernet Sauvignon - Shiraz 2020,3.5,56,south-africa,stellenbosch,8.78
Cramele Recaş,2018,7194174,Solevari Reserve Fetească Regală 2018,3.7,54,romania,recas,8.79
Cramele Recaş,2017,7132837,Solevari Reserve Fetească Neagră 2017,3.6,111,romania,schwaben,8.79
Cecchi,2020,4851841,Chianti Governo all'Uso 2020,3.8,287,italy,chianti,8.79
Piccini,2020,6312499,Collezione Oro Chianti Superiore 2020,3.4,311,italy,chianti,8.79
Domaine de la Baume,2021,1207814,Chardonnay Les Vignes de Madame 2021,3.9,92,france,languedoc-roussillon,8.79
Cantina Roccafiore,2020,2556362,Rosso Melograno 2020,3.6,35,italy,umbria,8.79
Domaine de la Baume,2020,84395,Merlot Grand Châtaignier 2020,3.6,302,france,languedoc-roussillon,8.79
Domaine de la Baume,2021,1160111,Sauvignon Blanc Les Mariés 2021,4.0,438,france,languedoc-roussillon,8.79
Piccini,2019,1565434,Collezione Oro Chianti Riserva 2019,3.7,1176,italy,chianti,8.79
Cantine due Palme,2020,1379154,Tenuta Albrizzi Cabernet Sauvignon - Primitivo 2020,3.8,395,italy,lecce,8.79
Domaine de la Baume,2020,5203938,Saint-Geniès Petit Verdot 2020,3.8,28,france,languedoc-roussillon,8.79
Maison Roche de Bellene,2017,1205581,Chardonnay Bourgogne Vieilles Vignes 2017,3.8,675,france,bourgogne,8.8
Cielo e Terra,2020,3559904,3 Passo Rosso 2020,4.0,154,italy,puglia,8.8
Blanville,2020,6425115,Rosé 2020,3.7,46,france,vin-de-pays-doc,8.8
Sella & Mosca,2014,1284267,Acino M Monica di Sardegna 2014,3.3,50,italy,monica-di-sardegna,8.8
Dilé,N.V.,3865827,Moscato N.V.,3.8,599,italy,piedmont,8.8
Maison Roche de Bellene,2017,1174567,Pinot Noir Bourgogne Vieilles Vignes 2017,3.7,1686,france,bourgogne,8.8
Corte Giara,2021,1135872,Soave 2021,3.6,32,italy,soave,8.81
Talamonti,2020,1162388,Moda' Montepulciano d'Abruzzo 2020,3.6,86,italy,montepulciano-dabruzzo,8.82
Talamonti,2018,1162383,Trebì Trebbiano d'Abruzzo 2018,3.6,181,italy,trebbiano-dabruzzo,8.82
Beyer Ranch,2020,5203637,Chardonnay 2020,3.5,29,united-states,arroyo-seco,8.84
Beyer Ranch,2018,5207392,Cabernet Sauvignon 2018,3.8,199,united-states,central-coast,8.84
Domaine Bousquet,2021,779027,Cabernet Sauvignon 2021,3.5,57,argentina,tupungato,8.85
Familia Torres,2021,2619,San Valentín Parellada 2021,4.2,978,spain,comunidad-autnoma-de-catalua,8.85
El Castilla,2020,10497799,Monastrell 2020,4.0,35,spain,vino-de-mesa,8.85
Jaume Serra,N.V.,1215754,Arte Latino Cava Brut N.V.,3.5,4328,spain,cava,8.85
Barista,2021,1145241,Pinotage 2021,4.0,1242,south-africa,western-cape,8.85
Bon Courage,2020,1181889,Chardonnay Prestige Cuvée 2020,4.0,99,south-africa,robertson,8.86
Nebla,2019,3246999,Garnacha 2019,3.7,294,spain,comunitat-valenciana,8.87
Esporão,2020,1105373,Monte Velho Branco 2020,3.7,883,portugal,alentejano,8.87
Planeta,2019,4991,La Segreta Il Bianco 2019,3.7,893,italy,sicilia,8.9
Lenotti,2020,1126806,Colle dei Tigli Bianco del Veneto 2020,4.0,573,italy,veneto,8.9
Les Hauts de Palette,2018,2801913,Chateau Haut-Mondain Grande Réserve Bordeaux 2018,3.6,74,france,bordeaux,8.9
Piccini,2020,8252900,Collezione Oro Toscana Rosato 2020,3.9,82,italy,tuscany,8.9
Gravuras do Côa,2019,6733705,Reserva Branco 2019,4.0,25,portugal,douro,8.9
Château Lauduc,2019,6262206,L'Invincible 2019,3.8,136,france,bordeaux,8.9
Duchessa Lia,2020,1985539,Barbera del Monferrato Frizzante 2020,3.2,62,italy,barbera-del-monferrato-superiore,8.9
Colli Vicentini,N.V.,1197733,Torre dei Vescovi Durello Lessini Spumante Brut N.V.,3.4,370,italy,monti-lessini,8.9
Raimat,2019,1145711,Abadia Cabernet Sauvignon - Tempranillo 2019,3.5,417,spain,costers-del-segre,8.9
Bodegas Pedro Escudero,2021,3317956,Finca Valdelagunde Cuveé Especial 2021,4.1,215,spain,castilla-and-leon,8.9
Anne et Thierry Bonnel,2018,1173537,Leukadios Minervois 2018,3.6,43,france,minervois,8.91
Librandi,2021,1150137,Cirò Bianco (Segno) 2021,3.8,61,italy,ciro,8.92
Marotti Campi,2021,1421682,Luzano Verdicchio dei Castelli di Jesi Classico Superiore 2021,3.6,42,italy,verdicchio-dei-castelli-di-jesi,8.94
Alphonse Kuentz,2018,1262920,Réserve Personnelle Riesling 2018,3.5,25,france,alsace,8.95
Quercus,2020,1148828,Rebula 2020,3.7,108,slovenia,goriska-brda,8.95
Quercus,2019,1642531,Sivi Pinot (Pinot Grigio) 2019,3.5,54,slovenia,goriska-brda,8.95
Candidato,2018,74440,Tempranillo 2018,3.3,217,spain,vino-de-mesa,8.95
Paul Mas,2019,5280655,Saint Hilaire Vineyard Pinot Noir Réserve 2019,3.6,321,france,vin-de-pays-doc,8.95
Corte Giara,2018,1690882,Chardonnay delle Venezie 2018,3.6,152,italy,della-venezie,8.95
Château Clamens,2018,7321621,Négrette - Syrah 2018,3.9,111,france,fronton,8.95
Boutique,2019,5242091,Merlot - Malbec 2019,3.8,37,bulgaria,thracian-valley,8.95
Tampesta,2016,2539560,Albarín Blanco 2016,3.8,47,spain,tierra-de-leon,8.95
Les Celliers de Meknès,2019,1220674,L'Excellence de Bonassia 2019,3.6,29,morocco,meknes,8.95
Quinta do Monte Bravo,2017,1209292,Reserva 2017,3.7,46,portugal,douro,8.95
Boccantino,2019,6693216,Negroamaro 2019,3.6,30,italy,lecce,8.95
Nugan,2020,74050,Third Generation Chardonnay 2020,3.6,97,australia,south-eastern,8.95
Casa Silva,2020,18300,Colección Sauvignon Blanc 2020,3.8,73,chile,colchagua-valley,8.95
Santa Inés,2019,1138756,Classic Sauvignon  Blanc 2019,3.6,38,chile,maipo-valley,8.95
Fabulas,2018,6349201,Fara Montepulciano d'Abruzzo 2018,3.8,338,italy,montepulciano-dabruzzo,8.95
Tarani,2020,5773333,Réserve Chardonnay 2020,3.8,38,france,comte-tolosan,8.95
Rapariga da Quinta,2020,2527802,Colheita Seleccionada Branco 2020,3.6,62,portugal,alentejano,8.95
Dominio de la Vega,N.V.,1489469,Cava Idilicum Brut N.V.,3.5,773,spain,cava,8.95
Favaios,2019,5335762,Casa Velha Tinto 2019,3.6,143,portugal,douro,8.95
Bosio,2018,1203569,Boschi Dei Signori Nebbiolo d'Alba 2018,3.5,196,italy,nebbiolo-dalba,8.95
Boccantino,2020,6326797,Susumaniello 2020,3.7,161,italy,lecce,8.95
Masseria Pietrosa,2020,3875307,Primavoce Primitivo Salento 2020,3.6,31,italy,,8.95
Murviedro,2015,6506072,Audentia Reserva 2015,3.6,46,spain,comunitat-valenciana,8.95
Fabulas,2018,6349201,Fara Montepulciano d'Abruzzo 2018,3.8,338,italy,montepulciano-dabruzzo,8.95
Feuerheerd's,N.V.,3420481,Fine Ruby Port N.V.,3.7,55,portugal,,8.95
Alain Grignon,2020,1363489,Beauté du Sud Cabernet - Syrah 2020,3.9,39,france,vin-de-pays-doc,8.95
Les Jamelles,2020,1627137,Malbec 2020,4.1,415,france,vin-de-pays-doc,8.95
Château la Négly,2018,7172923,Asterides 2018,3.6,201,france,languedoc-roussillon,8.95
Du Toitskloof,2021,1126248,Chenin Blanc 2021,3.7,141,south-africa,western-cape,8.95
Le Grand Noir,2021,2028607,Sauvignon Blanc 2021,3.7,86,france,vin-de-pays-doc,8.95
Le Grand Noir,2020,1141077,Pinot Noir 2020,3.8,666,france,vin-de-pays-doc,8.95
Saint Peyre,2020,1489386,Viognier 2020,4.0,28,france,languedoc-roussillon,8.95
Domaine du Tariquet,2021,2546290,Sauvignon Côtes de Gascogne 2021,3.7,55,france,cotes-de-gascogne,8.95
Boccantino,2020,6640266,Primitivo - Susumaniello 2020,3.9,404,italy,lecce,8.95
Calmel & Joseph,2021,1232028,Villa Blanche Chardonnay 2021,3.9,67,france,vin-de-pays-doc,8.95
Casa Ermelinda Freitas,2019,1247331,Sauvignon Blanc - Verdelho 2019,4.1,186,portugal,terras-do-sado,8.95
Borsao Bodegas,2020,1216711,Barrica (Selección) 2020,3.6,104,spain,campo-de-borja,8.95
Casa Charlize,2019,7378767,Toscana Rosso 2019,4.0,283,italy,tuscany,8.95
Luccarelli,2020,1162178,Negroamaro 2020,4.0,262,italy,puglia,8.95
Whistling Duck,2020,4168450,Shiraz 2020,3.9,259,australia,hilltops,8.95
Honoro Vera,2021,4384249,Rosé 2021,3.8,47,spain,jumilla,8.95
Calmel & Joseph,2020,4217416,Villa Blanche Pinot Noir 2020,3.6,147,france,vin-de-pays-doc,8.95
Whistling Duck,2020,4168450,Shiraz 2020,3.9,259,australia,hilltops,8.95
Cellaro,2021,1250018,Lumà Grillo 2021,4.1,77,italy,sicily,8.95
Abbotts & Delaunay,2021,4667264,Les Fruits Sauvages Grenache Rosé 2021,3.9,30,france,vin-de-pays-doc,8.95
Bodegas Valdemar,2020,15491,Conde de Valdemar Blanco 2020,3.7,124,spain,rioja,8.95
Latentia Winery,2020,8470855,90 Novantaceppi Sauvignon Blanc 2020,3.8,52,italy,friuli,8.95
Marques del Silvo,2017,8221477,Crianza 2017,3.9,620,spain,rioja,8.95
Bonacchi,2017,4683855,II Vecchio Maestro Chianti Riserva 2017,4.0,157,italy,chianti,8.95
Cardamore,2018,7172456,Toscana Rosso 2018,4.0,68,italy,tuscany,8.95
Vins Bréban,2021,1552362,Les Hauts Plateaux Alpes de Haute Provence Rosé 2021,3.8,29,france,alpes-de-haute-provence,8.95
Il Pumo,2020,4261501,Salice Salentino 2020,4.0,154,italy,salice-salentino,8.95
Cesari,2021,5690548,Pinot Grigio delle Venezie 2021,4.1,330,italy,della-venezie,8.95
Nuviana,2018,1623884,Chardonnay 2018,3.7,973,spain,valle-del-cinca,8.95
Paul Mas,2020,7035950,Nicole Vineyard Viognier Réserve 2020,3.8,499,france,vin-de-pays-doc,8.95
De Chansac,2020,1241087,Sauvignon Blanc 2020,3.7,35,france,cotes-de-gascogne,8.95
Plaimont,2020,5941661,Le Gasconierre Côtes de Gascogne Blanc 2020,4.0,95,france,cotes-de-gascogne,8.95
Matsu,2021,1169235,El Picaro 2021,3.8,522,spain,toro,8.95
Allegro,2019,1184414,Primitivo 2019,3.7,119,italy,puglia,8.95
Biscardo,2021,4467790,Oropasso Garganega - Chardonnay 2021,3.9,85,italy,veneto,8.95
Biscardo,2019,3347644,Neropasso Veneto Rosso 2019,4.0,434,italy,veneto,8.95
Torrevento,2017,1250887,Salice Salentino Faneros Rosso 2017,3.6,129,italy,salice-salentino,8.95
Jaffelin,2020,2054407,Chardonnay 2020,3.8,42,france,vin-de-pays-vignobles-de-france,8.95
Codici,2020,5626633,Masserie Primitivo 2020,4.0,176,italy,puglia,8.95
Calalenta,2021,9250416,Pecorino 2021,4.1,147,italy,sicily,8.95
Matsu,2020,1169235,El Picaro 2020,3.8,3601,spain,toro,8.95
Le Grand Noir,2021,1137144,Chardonnay 2021,3.9,185,france,vin-de-pays-doc,8.95
Duca di Saragnano,2021,8502434,Sangiovese Toscana Bianco 2021,3.8,107,italy,tuscany,8.95
Le Pas de la Dame,2017,3111078,Rosa 2017,3.7,53,france,cotes-de-malepere,8.95
Entre Vinyes,2019,4353084,Oníric Rosat 2019,3.7,35,spain,penedes,8.95
Château de l'Hyverniere,2018,1202208,Muscadet Sèvre et Maine Sur Lie 2018,3.5,163,france,muscadet-de-sevre-et-maine,8.95
Doppio Passo,2019,2365370,Fiano 2019,3.7,244,italy,puglia,8.95
Palazzo Mio,2020,2491920,Grillo 2020,3.5,45,italy,sicily,8.95
Château du Cèdre,2020,3843261,Blandine Le Blanc 2020,3.5,27,france,cotes-de-gascogne,8.95
Whistling Duck,2020,1372673,Cabernet - Merlot 2020,3.7,58,australia,south-eastern,8.95
Vignerons Ardéchois,2019,4647594,Luc Rosé 2019,3.9,29,france,ardeche,8.95
Geografico,2019,15342,Vernaccia di San Gimignano 2019,3.2,112,italy,vernaccia-di-san-gimignano,8.95
Domaine de Miselle,2020,1165402,Colombard - Gros Manseng 2020,3.7,116,france,cotes-de-gascogne,8.95
Lenotti,2019,1134821,Capomastro 2019,3.7,100,italy,veneto,8.95
Wolfberger,2020,1145224,Pinot Gris Alsace Signature 2020,3.7,39,france,alsace,8.95
The Beefsteak Club,2020,3387637,Malbec 2020,3.7,27,argentina,mendoza,8.95
Bodega Campo Eliseo,2019,1574516,Campesino 2019,3.8,41,spain,toro,8.95
Lionel Osmin & Cie,2020,7798611,Les Villas Villa Côte d'Argent 2020,3.9,133,france,vin-de-pays-vignobles-de-france,8.95
Tuna Club,2020,5500578,Verdejo - Sauvignon Blanc 2020,3.7,79,spain,castilla-la-mancha,8.95
Geografico,2020,5609265,Bosco del Grillo Governo 2020,4.1,120,italy,tuscany,8.95
Rabl,2020,3217492,Grüner Veltliner Löss 2020,3.6,61,austria,kamptal,8.95
As Laxas,2020,1136115,Laxas Albarino 2020,3.9,363,spain,rias-baixas,8.95
Arthur Metz,2019,1852042,Sylvaner Alsace 2019,3.7,150,france,alsace,8.95
Château Fontarabie,2019,1263117,Blaye - Côtes de Bordeaux 2019,3.7,365,france,blaye-cotes-de-bordeaux,8.95
Cabalié,2020,2011418,Cuvée Vieilles Vignes 2020,4.1,3238,france,vin-de-pays-doc,8.95
Rivera,2020,1725599,Primitivo Salento 2020,4.0,292,italy,lecce,8.95
Cellaro,2021,2056820,Lumà Nero d'Avola 2021,3.8,33,italy,sicily,8.95
Mocavero,2019,1368629,Primitivo 2019,4.1,110,italy,lecce,8.95
Roeno,2020,2917982,Le Fratte Chardonnay 2020,3.6,49,italy,valdadigo,8.95
Feudi Salentini,2019,2387715,125 Uno Due Cinque Negroamaro del Salento 2019,4.0,131,italy,lecce,8.95
Domaine Preignes le Vieux - Maison Robert Vic,2021,5515677,Délicate Rosé 2021,3.9,26,france,vin-de-pays-doc,8.95
La Purisima,2019,4699404,Consentido Syrah 2019,3.7,66,spain,yecla,8.95
Rapariga da Quinta,2019,1160854,Colheita Seleccionada Rouge 2019,3.8,446,portugal,alentejano,8.95
Cartuxa,2019,1165841,EA Tinto 2019,3.8,2068,portugal,alentejano,8.95
The Beefsteak Club,2019,5600608,Beef & Liberty Old vines Tempranillo 2019,3.6,64,spain,castilla-la-mancha,8.95
Bastioni della Rocca,2020,9335092,Leggero Appassimento Puglia 2020,4.0,440,italy,puglia,8.95
Ponte Lungo,2019,5898195,Armano Rosso 2019,3.9,497,italy,puglia,8.95
La Gioiosa,N.V.,1164082,Prosecco N.V.,3.4,1480,italy,prosecco,8.95
Cantine Leonardo da Vinci,2018,7121988,Rocca di Cesena 2018,4.1,312,italy,sangiovese-di-romagna,8.95
Galil Mountain Winery (יקב הרי גליל),2019,82819,Cabernet Sauvignon 2019,3.6,178,israel,upper-galilee,8.95
Bastioni della Rocca,2019,9335092,Leggero Appassimento Puglia 2019,4.1,2935,italy,puglia,8.95
Les Jamelles,2020,10556,Syrah 2020,3.9,302,france,vin-de-pays-doc,8.95
Velenosi,2020,1146486,Rosso Piceno 2020,3.5,48,italy,rosso-piceno,8.95
Farnese,2018,21647,Fantini Casale Vecchio Montepulciano d'Abruzzo 2018,3.8,1051,italy,montepulciano-dabruzzo,8.95
Petraio,2018,1411414,Sangiovese 2018,3.9,84,italy,puglia,8.95
Blanc Foussy,N.V.,2281634,Ice by Blanc Foussy Chardonnay Demi Sec N.V.,3.8,959,france,,8.95
Château du Cèdre,2020,3802038,Marcel Malbec 2020,3.6,126,france,cotes-du-lot,8.95
Latentia Winery,2019,6573119,90 Novantaceppi Nero Di Troia 2019,3.7,72,italy,puglia,8.95
Latentia Winery,2020,8347028,90 Novantaceppi Montepulciano d'Abruzzo 2020,3.2,41,italy,montepulciano-dabruzzo,8.95
Castello di Radda,2019,2357636,Rosato 2019,3.7,29,italy,tuscany,8.95
Cantine Leonardo da Vinci,2018,7121988,Rocca di Cesena 2018,4.1,312,italy,sangiovese-di-romagna,8.95
La Gioiosa,N.V.,1164082,Prosecco N.V.,3.4,1480,italy,prosecco,8.95
Les Producteurs Réunis,2020,7324252,Cuvée Dissenay Chardonnay 2020,3.7,588,france,vin-de-pays-doc,8.95
Velenosi,2020,1146486,Rosso Piceno 2020,3.5,48,italy,rosso-piceno,8.95
Villa Conchi,N.V.,1285851,Cava Brut Selección N.V.,3.7,8830,spain,cava,8.95
Biscardo,2021,6250375,Rosapasso Pinot Nero 2021,4.0,322,italy,veneto,8.95
Luca Rossi,2020,5123797,Maron Appassimento Rosso 2020,4.2,121,italy,puglia,8.95
Atalaya,2021,1193347,Laya 2021,3.9,75,spain,almansa,8.95
Cantine Paradiso,2019,1978115,Posta Piana Negroamaro 2019,4.1,165,italy,puglia,8.95
Castillo de Aresan,2020,7763169,Tradición de Aresan Tempranillo - Cabernet Sauvignon - Petit Verdot 2020,4.0,746,spain,la-mancha,8.95
Domaine Grains d'Estuaire,2019,7162849,Grains de Cocotte Merlot - Cabernet 2019,3.7,65,france,charentais,8.95
Entre Vinyes,2017,2467441,Oníric Xarel-Lo 2017,3.4,61,spain,penedes,8.95
